developer,año,price,contador
Camouflaj,2015.0,9.99,1
"CINEMAX, s.r.o.",2015.0,6.99,1
Paradox Development Studio,2015.0,5.99,1
Lumenox ehf,2015.0,14.99,1
TORaIKI,2015.0,4.99,1
Lesley Dodd,2015.0,1.99,1
Just Flight,2015.0,16.99,1
Just Flight,2015.0,16.99,1
Just Flight,2015.0,16.99,1
RailSimulator.com,2015.0,7.99,1
Just Flight,2015.0,16.99,1
Full Control Studios,2015.0,7.99,1
Dovetail Games,2015.0,7.99,1
Ageod,2015.0,19.99,1
PIPE Studio,2012.0,19.99,1
Individual Software Inc.,2012.0,19.99,1
AWE Games,2006.0,19.99,1
Beenox,2006.0,19.99,1
Avalanche Software,2008.0,19.99,1
Page 44 Studios,2008.0,19.99,1
Rainbow Studios,2007.0,19.99,1
Avalanche Software,2006.0,19.99,1
Asobo Studio,2008.0,19.99,1
Avalanche Software,2005.0,9.99,1
KnowWonder,2003.0,9.99,1
Barking Dog Studios,2002.0,9.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,9.99,1
Hanaji Games,2015.0,4.99,1
Iridium Studios,2015.0,14.99,1
RailSimulator.com,2015.0,4.99,1
RailSimulator.com,2015.0,4.99,1
Chimera Entertainment,2015.0,9.99,1
HuniePot,2015.0,3.99,1
Little Green Men Games,2015.0,4.99,1
"Pocket Games,Fluid Games,GodSpeed Games",2015.0,4.99,1
Santa Clara Games,2015.0,2.99,1
Dovetail Games,2015.0,19.99,1
TBA Games,2015.0,5.99,1
Manifesto Game Studio,2015.0,7.99,1
Alawar Entertainment,2011.0,4.99,1
Anteater Games,2015.0,1.99,1
Idea Factory,2015.0,19.99,1
Brian Cullen,2015.0,0.99,1
Mode 7,2015.0,24.99,1
Erik Asmussen,2015.0,9.99,1
Ankama Studio,2015.0,39.99,1
Digitalmindsoft,2015.0,9.99,1
Keen Software House,2015.0,19.99,1
Anisoptera Games,2015.0,14.99,1
Great War Team,2015.0,4.99,1
KING Art,2015.0,29.99,1
KING Art,2015.0,10.0,1
Specialbit Studio,2015.0,6.99,1
Five Cubed,2015.0,5.99,1
Trenton Ng,2015.0,0.99,1
RailSimulator.com,2015.0,4.99,1
RailSimulator.com,2015.0,4.99,1
Milestone S.r.l.,2015.0,3.99,1
DotEmu,1994.0,4.99,1
Backward pieS,2015.0,5.99,1
Shining Gate Software,2015.0,9.99,1
Mouldy Toof Studios,2015.0,17.99,1
Top3Line s.r.o.,2015.0,4.99,1
Schell Games,2015.0,3.99,1
Black Shell Games,2015.0,7.99,1
Mouldy Toof Studios,2015.0,0.99,1
Brushfire Games,2014.0,2.99,1
The Conjurer's Tower,2014.0,4.99,1
Hanabira,2015.0,6.99,1
Amethyst Quarter,2015.0,4.99,1
Yakiniku Banzai,2015.0,12.99,1
"Amaranth Games, LLC",2015.0,9.99,1
Red Head Games,2015.0,3.99,1
pheenix93,2015.0,1.99,1
FirstForever Studios,2015.0,6.99,1
CyberphobX,2015.0,1.99,1
Lee Page,2012.0,6.99,1
Gamepires,2015.0,6.99,1
Chaos Industries,2015.0,9.99,1
Fermenter Games,2014.0,1.99,1
StaudSoft,2014.0,9.99,1
Creative Assembly,2015.0,44.99,1
CPsoft,2015.0,7.99,1
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,19.99,1
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,7.99,1
Turtle Rock Studios,2015.0,4.99,1
MagicIndie,2015.0,9.99,1
Turtle Rock Studios,2015.0,0.0,1
Dingo Games,2015.0,5.99,1
Reiza Studios,2015.0,14.99,1
Carenado,2015.0,29.99,1
Jane Rachel Whittaker,2015.0,16.99,1
Spiderwork Games,2015.0,6.99,1
Turtle Rock Studios,2015.0,4.99,1
DoubleBear Productions,2015.0,7.99,1
Ironsun Studios,2015.0,14.99,1
m07games,2014.0,1.99,1
Bubble Head Games,2015.0,2.99,1
Psychic Software,2015.0,5.99,1
"Lino Slahuschek,Jazzsticks",2015.0,3.99,1
Moon Spider Studio,2015.0,9.99,1
"M2 Co.,LTD",2015.0,14.99,1
Payload Studios,2015.0,19.99,1
MDKSound,2015.0,2.99,1
"Archeia,Enterbrain",2015.0,14.99,1
Cabygon,2015.0,4.99,1
Elijah Mills,2015.0,4.99,1
Sherman 3D,2015.0,9.99,1
JDB Artist,2015.0,24.99,1
"DM Media,Dark Computer Entertainment Ltd.",2015.0,5.99,1
Stuart Chatwood,2015.0,9.99,1
Alawar,2015.0,9.99,1
First Class Simulations,2015.0,16.99,1
Jan Zizka,2015.0,9.99,1
SuperChop Games,2015.0,1.99,1
Alex Jedraszczak,2014.0,3.99,1
Retrific,2015.0,4.99,1
Total Monkery,2015.0,7.99,1
"Maxwolf,Fox",2015.0,19.99,1
Running Pillow,2015.0,6.99,1
Bob the Game Development Bot,2015.0,4.99,1
ProjectorGames,2014.0,5.99,1
minori,2015.0,19.99,1
Membraine Studios,2015.0,9.99,1
Little World Studio,2012.0,4.99,1
oophok,2015.0,8.99,1
Stunlock Studios,2015.0,9.99,1
Stunlock Studios,2015.0,19.99,1
Ignition Games Inc.,2015.0,3.99,1
Brucefilm,2015.0,5.99,1
Stunlock Studios,2015.0,49.99,1
Tin Man Games,2015.0,4.99,1
NeocoreGames,2015.0,19.99,1
Dust Scratch Games,2015.0,4.99,1
Anothink,2015.0,1.99,1
Solecismic Software,2014.0,18.99,1
Brain and Nerd Ltd,2015.0,29.99,1
Enlight Software Limited,2015.0,9.99,1
"CINEMAX, s.r.o.",2012.0,4.99,1
Behtam Developer,2015.0,3.99,1
RailSimulator.com,2015.0,4.99,1
"Matt Kap,Nicalis, Inc.",2015.0,9.99,1
RailSimulator.com,2015.0,4.99,1
Carlo D'Apostoli Projects,2015.0,4.99,1
Focus Home Interactive,2015.0,9.99,1
DarkArts Studios,2005.0,2.99,1
Rainbow Games,2015.0,3.99,1
Thorsten Schleinzer,2015.0,9.99,1
Playboom,2015.0,1.99,1
Microblast Games,2015.0,0.99,1
Reiza Studios,2013.0,9.99,1
Aldorlea Games,2015.0,9.99,1
Squirrelbot Games,2015.0,0.99,1
FarrugiaSoft,2015.0,6.99,1
Artifex Mundi,2014.0,9.99,1
roseVeRte,2011.0,6.99,1
No Bull Intentions,2015.0,5.99,1
roseVeRte,2015.0,1.99,1
Gigatross Games,2015.0,9.99,1
No Bull Intentions,2015.0,5.99,1
No Bull Intentions,2015.0,5.99,1
"Muzzy Lane Software,Factus Games",2015.0,29.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,29.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
"IDEA FACTORY Co., Ltd.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
"DONTNOD Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,0.0,1
Animu Game,2015.0,7.99,1
"Moonbite Games,PadaOne Games",2015.0,4.99,1
HappyGiant,2015.0,4.99,1
InvertMouse,2015.0,0.99,1
Vital Games Ltd,2015.0,0.99,1
Dovetail Games,2015.0,19.99,1
Ghost Crab Games,2014.0,4.99,1
Atelier 801,2015.0,0.0,1
Choice of Games,2013.0,6.99,1
Flix Interactive,2015.0,19.99,1
Zanrai Interactive,2015.0,3.99,1
Dovetail Games,2015.0,6.99,1
First Class Simulations,2015.0,16.99,1
MiniVisions,2015.0,4.99,1
Kerberos Productions Inc.,2015.0,1.99,1
Lazy Bum Games,2015.0,2.99,1
Spiderling Studios,2015.0,7.99,1
Doctor Entertainment AB,2015.0,0.0,1
SimProse Studios,2015.0,0.99,1
DotEmu,2015.0,14.99,1
Ivy Games,2015.0,14.99,1
Zojoi,2015.0,2.99,1
Zojoi,2015.0,2.99,1
Red Dwarf Games,2012.0,0.0,1
Zojoi,2015.0,2.99,1
Zojoi,2015.0,2.99,1
SERIOUS*IMPACT WORKS,2012.0,2.99,1
"Aspyr,Quantic Dream (original release)",2015.0,9.99,1
Techland,2015.0,39.99,1
Michael Brough,2015.0,5.65,1
Archive Entertainment,2015.0,0.0,1
Techland,2015.0,29.99,1
"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2015.0,7.49,1
Double Fine Productions,2015.0,14.99,1
Blaze Epic,2015.0,0.99,1
KURONEKO SOFT,2015.0,7.99,1
Raxi Petrov,2015.0,0.99,1
Petroglyph,2015.0,7.99,1
amulware,2015.0,12.0,1
Ironcode Gaming,2015.0,9.99,1
Synset,2017.0,11.99,1
PHL Collective,2015.0,9.99,1
Rake in Grass,2015.0,7.99,1
MAGES. Inc.,2015.0,11.99,1
DFour Games,2015.0,3.99,1
Konsordo,2015.0,1.99,1
rdt.32,2015.0,0.0,1
Carenado,2015.0,24.99,1
Brain Seal Ltd,2015.0,2.99,1
First Class Simulations,2015.0,16.99,1
Machine 22,2015.0,19.99,1
RailSimulator.com,2015.0,4.99,1
RailSimulator.com,2015.0,4.99,1
Endless Loop Studios,2013.0,2.99,1
"Idea Factory, Inc.,COMPILE HEART Co., Ltd.,FELISTELLA Co., Ltd.",2015.0,0.99,1
1C Wireless,2015.0,4.99,1
Zoo Corporation,2015.0,14.99,1
Dovetail Games,2015.0,12.99,1
Dovetail Games,2015.0,19.99,1
Ganz Studio,2015.0,0.0,1
VR Designs,2010.0,39.99,1
Exe Games Inc.,2015.0,9.99,1
TiconBlu,2015.0,9.99,1
Iteration 11,2015.0,12.99,1
"Deep Silver Volition,High Voltage Software",2015.0,14.99,1
Rubicon Development,2015.0,0.0,1
Daedalic Entertainment,2015.0,19.99,1
Eden Industries,2015.0,14.99,1
"Sledgehammer Games,Raven Software",2015.0,2.99,1
"Sledgehammer Games,Raven Software",2015.0,2.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Binary Zoo,The Game Creators",2015.0,0.0,1
"Sledgehammer Games,Raven Software",2015.0,3.99,1
"Daniele Giardini,Isak J Martinsson",2015.0,7.99,1
SeattleEgg,2015.0,4.99,1
Raylight Games,2013.0,4.99,1
"CorypheeSoft,DigitalEZ",2015.0,4.99,1
BSK Games,2015.0,3.99,1
2SD,2015.0,4.99,1
StephenAllen,2013.0,0.99,1
Zeiva Inc,2011.0,19.99,1
Forever Entertainment S. A.,2015.0,4.99,1
Ghost Machine,2015.0,14.99,1
Winter Wolves,2014.0,24.99,1
Winter Wolves,2014.0,4.99,1
URSE Games,2015.0,6.99,1
DotEmu,2015.0,5.99,1
Zeno Rogue,2015.0,4.99,1
"Sledgehammer Games,Raven Software",2015.0,3.99,1
"Sledgehammer Games,Raven Software",2015.0,3.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,3.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,7.99,1
Sometimes You,2015.0,0.99,1
Locomotivah,2015.0,1.99,1
"Sledgehammer Games,Raven Software",2015.0,1.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2015.0,0.99,1
Beldarak Games,2015.0,4.99,1
Zeiva Inc,2012.0,9.99,1
First Class Simulations,2015.0,16.99,1
InvertMouse,2014.0,3.99,1
Nexeon Studios,2015.0,9.99,1
Gameguyz,,0.0,1
ByteTrail Software,2015.0,7.99,1
"Sherman 3D,Degica",2015.0,9.99,1
"Joel Steudler,Degica",2015.0,24.99,1
"Joel Steudler,Degica",2015.0,14.99,1
Hello There AB,2015.0,3.99,1
Soul Catapult,2015.0,7.99,1
Zut Games,2015.0,4.99,1
GabberGames.com,2015.0,6.99,1
EXE-CREATE,2015.0,9.99,1
"Twistplay,Rodeo Games",2015.0,17.99,1
"Rodeo Games,Twistplay",2015.0,14.99,1
Momiji Studios,2015.0,8.99,1
Atypical Games,2015.0,9.99,1
Haemimont Games,2015.0,3.99,1
"BitMonster, Inc.",2015.0,19.99,1
Nicolas Pierre-Loti-Viaud,2015.0,1.99,1
roseVeRte,2011.0,9.99,1
ARTDINK,2015.0,15.99,1
ARTDINK,2015.0,34.99,1
Dovetail Games,2015.0,19.99,1
ARTDINK,2015.0,34.99,1
Dapper Swine,2013.0,4.99,1
ARTDINK,2008.0,49.99,1
Drawbridge Designs,2015.0,19.99,1
Exe Games Inc.,2015.0,19.99,1
Matthew Jennings,2014.0,4.99,1
"Jsmael Stieger,Manuel Stieger,Andreas Stieger",2015.0,4.99,1
Immunity Studios,2015.0,1.99,1
Pixel Quality Games,2015.0,19.99,1
Snipefish Entertainment,2013.0,19.99,1
Black Curtain Studio,2014.0,9.99,1
"Michael Kissinger,Marco Hulden,Shaun Egan,Joshua Marks,Denys Ovsiannykov",2014.0,0.0,1
iosoftware,2014.0,0.99,1
KTX Software,2014.0,7.99,1
MP Game Studios,2018.0,1.99,1
Galaxy Gate,2014.0,0.0,1
"Sujin Ri,Yunjeong Yun,Hyein Go,Minsu Ock,Marcos Arroyo,Seona Lee,Sohyeon Jeon",2013.0,29.99,1
Yacht Club Games,2014.0,9.99,1
Ryan Javanshir,2014.0,4.99,1
No Goblin,2014.0,9.99,1
Wolfgame,2014.0,5.99,1
Notorious Games,2014.0,29.99,1
Huy Phan,2014.0,1.99,1
Die Gute Fabrik,2014.0,14.99,1
Kisareth Studios,2014.0,1.99,1
Biart Company LLC,2014.0,3.99,1
Targem Games,2014.0,6.99,1
Jetdogs Studios,2014.0,1.99,1
IF Studios,2014.0,19.99,1
Handelabra Games Inc.,2014.0,9.99,1
Black Shell Games,2014.0,2.99,1
1C Wireless,2014.0,4.99,1
Exe Games Inc.,2014.0,17.99,1
Full Control Studios,2014.0,7.99,1
Carenado,2014.0,34.99,1
Fresh3D,2014.0,5.99,1
Hyper Hippo Games,2014.0,2.99,1
Microsoft Game Studios,2006.0,24.99,1
Trese Brothers,2014.0,9.99,1
Nuke Nine,2014.0,14.99,1
NEXT-SOFT+,2014.0,14.99,1
Games Farm,2014.0,4.99,1
Haemimont Games,2014.0,7.99,1
Breakfall,2014.0,5.99,1
"2K Australia,Gearbox Software,Aspyr (Mac,Linux)",2014.0,9.99,1
"2K Australia,Gearbox Software,Aspyr (Mac, Linux)",2014.0,4.99,1
Carlo D'Apostoli Projects,2014.0,4.99,1
"SNK CORPORATION,Code Mystics",2014.0,14.99,1
Green Lava Studios,2014.0,4.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,9.99,1
PolarityFlow,2014.0,9.99,1
"Playdek, Inc.",2014.0,9.99,1
Drakkar Dev,2014.0,4.99,1
Creative Assembly,2014.0,14.99,1
Ankama Studio,2014.0,34.99,1
Glowforth,2014.0,7.99,1
Croteam,2014.0,4.99,1
Croteam,2014.0,4.99,1
Binary Helix,2014.0,19.99,1
Croteam,2014.0,39.99,1
Croteam,2014.0,4.99,1
Renegade Kid,2014.0,9.99,1
Egosoft,2014.0,9.99,1
Brytenwalda,2014.0,14.99,1
Exe Games Inc.,2012.0,0.0,1
Dovetail Games,2014.0,6.99,1
"Parody Games, LLC",2014.0,4.99,1
Team Flow,2014.0,4.99,1
Eagle Dynamics SA,2014.0,49.99,1
Arc System Works,2014.0,19.99,1
KTX Software,2014.0,12.99,1
Black Pants Studio,2014.0,6.99,1
"CorypheeSoft,DigitalEZ",2014.0,14.99,1
Rogue Entertainment,1996.0,9.99,1
Quantumfrog,2014.0,2.99,1
Dylan Loney,2014.0,2.99,1
SITER SKAIN,2014.0,7.99,1
Giants Software,2014.0,9.99,1
SITER SKAIN,2014.0,7.99,1
SITER SKAIN,2014.0,7.99,1
SITER SKAIN,2014.0,7.99,1
White Birds Productions,2007.0,7.99,1
"GAME ARTS Co., Ltd.",2014.0,9.99,1
Michael Todd Games,2014.0,2.99,1
Vinci Games,2014.0,4.99,1
SCS Software,2014.0,1.99,1
Crystal Dynamics,2014.0,19.99,1
"JumpStart Games, Inc.",2014.0,0.0,1
"Schine, GmbH",2014.0,14.99,1
DoubleBear Productions,2014.0,19.99,1
Screwfly Studios,2014.0,9.99,1
Silent Dreams,2014.0,9.99,1
Tortuga Team,2014.0,6.99,1
Rabid Design Studios,2013.0,7.99,1
Longbow Games,2014.0,4.99,1
GameArt Studio GmbH,2014.0,1.99,1
Torus Games,2000.0,4.99,1
3 Sprockets,2014.0,9.99,1
BigBlaze Games,2014.0,9.99,1
Brave Giant LTD,2014.0,9.99,1
"Mighty Rabbit Studios,Relevant Games",2014.0,9.99,1
88mm,2014.0,4.99,1
Studio Bean,2014.0,4.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,0.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,1.99,1
Cubic Pie,2014.0,1.99,1
Adventurepro Games LLC,2014.0,14.99,1
KinifiGames LLC,2014.0,2.99,1
Steel Wool Games,2014.0,3.99,1
Wastelands Interactive,2014.0,19.99,1
Vigilant Addiction Studios,2014.0,4.99,1
Vigilant Addiction Studios,2014.0,1.99,1
Kids up hill,2014.0,9.99,1
Glass Knuckle Games,2014.0,7.99,1
KTX Software,2014.0,5.99,1
Ubisoft,2014.0,2.99,1
Sanuk Games,2014.0,9.99,1
Frost Earth Studio,2014.0,4.99,1
ALICE IN DISSONANCE,2013.0,14.99,1
Imaekgames [Imaek Limited],2014.0,7.99,1
"Subaltern Games, LLC",2014.0,3.99,1
Strides Interactive,2014.0,4.99,1
Ivory Tower in collaboration with Ubisoft Reflections,2014.0,29.99,1
Ivory Tower in collaboration with Ubisoft Reflections,2014.0,19.99,1
Mixel,2014.0,4.99,1
"Volition,Reactor Zero,THQ Nordic",2014.0,4.99,1
Telltale Games,2014.0,29.99,1
State of Play Games,2014.0,14.99,1
Darius Bode,2014.0,9.99,1
"Ratz 'N' Godz,Storybird Games",2014.0,6.99,1
Pixeljam,2014.0,3.99,1
PostMod Softworks,2014.0,5.99,1
Alternative Software Ltd,2014.0,19.99,1
Milestone S.r.l.,2014.0,9.99,1
Cateia Games,2014.0,6.99,1
SCS Software,2014.0,1.99,1
GameArt Studio GmbH,2014.0,9.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,0.99,1
"Lucid Games,Aspyr (Mac &amp; Linux)",2014.0,14.99,1
Telltale Games,2014.0,24.99,1
Stardock Entertainment,2014.0,2.99,1
With The Love Studios,2014.0,1.99,1
Niffler Ltd.,2014.0,0.99,1
Five Archers Games,2014.0,4.99,1
Masthead Studios Ltd,2014.0,69.99,1
Anthony Case,2014.0,5.99,1
IO Entertainment,2013.0,19.99,1
IO Entertainment,2013.0,4.99,1
IO Entertainment,2013.0,24.99,1
IO Entertainment,2013.0,0.0,1
Spicy Horse,2014.0,0.0,1
Sam Albon,2014.0,7.99,1
Reality Twist GmbH,2014.0,9.99,1
"Flashback Games,The Lordz Games Studio",2014.0,39.99,1
United Independent Entertainment GmbH,2014.0,7.99,1
souvenir circ.,2014.0,7.99,1
Edelweiss,2014.0,4.99,1
Edelweiss,2014.0,4.99,1
Tennen-sozai,2014.0,7.99,1
"Jackbox Games, Inc.",2014.0,24.99,1
Flat Software,2014.0,5.99,1
Coffee Stain Studios,2014.0,5.99,1
Terra Nova Development,1993.0,5.99,1
The Dreamers Guild,1994.0,5.99,1
Tennen-sozai,2014.0,9.99,1
Coilworks,2014.0,2.99,1
251 Games,2014.0,19.99,1
Fly System,2014.0,9.99,1
Strike Games,2014.0,4.99,1
Icarus Development Team,2014.0,19.99,1
Ranmantaru Games,2014.0,9.99,1
Phantom Compass,2014.0,9.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,1.99,1
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,0.99,1
Spellbound AG,1998.0,9.99,1
Sector3 Games,2014.0,4.99,1
xinoro,2014.0,5.99,1
Cinemaware,2014.0,9.99,1
Daniel Linssen,2014.0,6.99,1
Double Eleven,2014.0,24.99,1
Double Eleven,2014.0,6.99,1
Numantian Games,2014.0,2.99,1
11 bit studios,2014.0,19.99,1
Numantian Games,2014.0,6.99,1
Numantian Games,2014.0,19.99,1
Ninja Kiwi,2014.0,9.99,1
Slav Pankratov,2014.0,6.99,1
Soviet Games,2014.0,0.0,1
WildTangent,2014.0,7.99,1
Sector3 Studios,2014.0,17.99,1
"Umix Studios,Cyanide",2014.0,9.99,1
Dovetail Games,2014.0,19.99,1
Carenado,2014.0,24.99,1
Games Farm,2014.0,39.99,1
InsGames,2014.0,2.99,1
773,2014.0,3.99,1
Wonderstruck,2014.0,19.99,1
Funky Logic Studios,2014.0,4.99,1
YFYX GAMES,2014.0,4.99,1
BrashMonkey,2014.0,59.99,1
Orange_Juice,2014.0,7.99,1
YETi CGI,2014.0,10.99,1
Cockroach Inc.,2014.0,5.99,1
Copybugpaste,2014.0,17.99,1
RosePortal Games,2014.0,9.99,1
Mission Critical Studios,2014.0,6.99,1
Dovetail Games,2014.0,39.99,1
Zoetrope Interactive,2009.0,7.99,1
Awoker Games,2014.0,3.99,1
Wonderstruck,2014.0,34.99,1
Hunted Cow Studios,2014.0,29.99,1
Wonderstruck,2014.0,19.99,1
Only Human Studios,2014.0,1.99,1
Sunlight Games,2014.0,2.99,1
BlueLine Games,2014.0,1.99,1
Sky Drake Studios,2014.0,17.99,1
Aldorlea Games,2014.0,9.99,1
Stainless games,2014.0,4.99,1
Stainless Games,2014.0,9.99,1
Niffler Ltd.,2014.0,4.99,1
Hunted Cow Studios,2014.0,0.0,1
Square Enix,2013.0,19.99,1
Carenado,2014.0,24.99,1
Nine Tales Digital,2014.0,4.99,1
Team Tripleslash,2014.0,9.99,1
IPACS,2014.0,39.99,1
Scott Cawthon,2014.0,7.99,1
Ansimuz Games,2014.0,9.99,1
Ubisoft,2014.0,29.99,1
SEGA,2014.0,19.99,1
KTX Software,2014.0,9.99,1
"2K Australia,Gearbox Software,Aspyr (Mac &amp; Linux)",2014.0,9.99,1
"Vblank Entertainment, Inc.",2014.0,14.99,1
"TT Games Ltd,Feral Interactive (Mac)",2014.0,19.99,1
Marie Ronnaux Games,2014.0,4.99,1
IPACS,2014.0,99.99,1
Kyy Games,2014.0,4.99,1
IPACS,2014.0,129.99,1
Masthead Studios Ltd,2014.0,34.99,1
Santa Ragione,2014.0,14.99,1
Smokebox,2014.0,19.99,1
"MicroProse Software, Inc",1985.0,6.99,1
"MicroProse Software, Inc",1992.0,6.99,1
TML-Studios,2009.0,9.99,1
Crenetic GmbH Studios,2014.0,14.99,1
Beamdog,2014.0,19.99,1
URSE Games,2010.0,4.99,1
Zach Kehs (SunnyKatt),2011.0,2.99,1
"CyberConnect2 Co., Ltd.",2014.0,1.99,1
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014.0,7.99,1
"CI Games,Deck 13",2014.0,29.99,1
"CI Games,Deck 13",2014.0,29.99,1
Ultravision Interactive,2014.0,5.99,1
Rival Games Ltd,2014.0,3.99,1
"CI Games,Deck 13",2014.0,1.99,1
"CI Games,Deck 13",2014.0,1.99,1
"CI Games,Deck 13",2014.0,1.99,1
"CI Games,Deck 13",2014.0,1.99,1
"CI Games,Deck 13",2014.0,1.99,1
"CI Games,Deck 13",2014.0,29.99,1
Wayward Design,2000.0,6.99,1
"MicroProse Software, Inc.",1991.0,6.99,1
Tin Man Games,2014.0,4.99,1
Epiphany Games,2014.0,4.99,1
Subscience Studios,2014.0,5.99,1
Polar Motion,2014.0,29.99,1
Degica,2014.0,9.99,1
Darkraven,2014.0,9.99,1
Faultline Games,2014.0,5.99,1
Darkraven,2014.0,9.99,1
"MicroProse Software, Inc.",1994.0,6.99,1
Unknown Worlds Entertainment,2014.0,4.99,1
Axyos Games,2014.0,7.99,1
"Sledgehammer Games,Raven Software",2014.0,59.99,1
"Sledgehammer Games,Raven Software",,49.99,1
Digital Confectioners,2014.0,19.99,1
Artifex Mundi,2012.0,9.99,1
Little World Studio,2014.0,4.99,1
Raymond Doerr,2014.0,9.99,1
Positech Games,2014.0,4.99,1
8-Bit Studio,2017.0,0.0,1
Bibiki,2014.0,2.99,1
Dark Gaia Studios,2014.0,5.99,1
Netcore Games,2014.0,3.99,1
AMPLITUDE Studios,2014.0,11.99,1
AMPLITUDE Studios,2014.0,7.99,1
Mountain Sheep,2014.0,14.99,1
Tom De Roeck,2014.0,2.99,1
Deadghost Interactive,2014.0,7.99,1
Double Action Factory,2014.0,0.0,1
Kraken Empire,2014.0,19.99,1
The Secret Pie,2014.0,3.99,1
"Firaxis Games,Aspyr (Mac, Linux)",2014.0,39.99,1
"Tomi Maarela,Elias Viglione",2014.0,1.99,1
Humongous Entertainment,2001.0,4.99,1
Humongous Entertainment,1993.0,6.99,1
"Accolade, Inc.",1996.0,6.99,1
"Cyberlore Studios, Inc.,Accolade",1998.0,6.99,1
"Accolade, Inc.",1999.0,6.99,1
"Accolade, Inc.",1999.0,6.99,1
"Epic MegaGames,Vision Software",1997.0,6.99,1
Graviteam,2014.0,14.99,1
Milkstone Studios,2014.0,14.99,1
Fugazo,2014.0,14.99,1
West Dragon Productions DR,2014.0,9.99,1
Tomoaki Sugeno,2014.0,2.99,1
The Secret Pie,2014.0,9.99,1
New Reality Games,2014.0,2.99,1
Shorebound Studios,2014.0,0.99,1
Mårten Jonsson,2014.0,3.99,1
"Mobot Studios, Inc",2014.0,7.99,1
Nomad Games,2014.0,6.99,1
MPS Labs,1994.0,6.99,1
MPS Labs,1992.0,6.99,1
"MicroProse Software, Inc",1993.0,6.99,1
Dovetail Games,2014.0,19.99,1
"Mighty Rabbit Studios,Relevant Games",2014.0,4.99,1
Digerati Distribution,2013.0,9.99,1
Eko Software,2014.0,0.99,1
Eko Software,2014.0,1.99,1
Jetdogs Studios,2014.0,0.99,1
KillHouse Games,2014.0,19.99,1
DoubleDutch Games,2014.0,2.99,1
DoubleDutch Games,2014.0,2.99,1
Glitchy Pixel,2014.0,7.99,1
Ino-Co Plus,2014.0,14.99,1
Full Control,2014.0,19.99,1
"CyberConnect2 Co., Ltd.",2014.0,1.99,1
Ino-Co Plus,2014.0,4.99,1
Rebellion,2014.0,1.99,1
Cinemaware,2014.0,14.99,1
Choice of Games,2014.0,2.99,1
WaterMelon,2011.0,9.99,1
Kodots Games,2014.0,7.99,1
5 Bits Games,2014.0,9.99,1
BattleGoat Studios,2014.0,19.99,1
Avatar Creations,2014.0,9.99,1
Artery Games,2014.0,2.99,1
"MicroProse Software, Inc.",1992.0,6.99,1
Milieu,2014.0,7.99,1
"Rudolf Kremers &amp; Alex May,Tuna",2014.0,14.99,1
Cape Copenhagen,2014.0,17.99,1
ViewApp,2014.0,19.99,1
Carenado,2014.0,24.99,1
"Phoenix Online Studios,Pinkerton Road Studio",2014.0,19.99,1
JosPlays,2014.0,5.99,1
Almost Human Games,2014.0,23.99,1
V5 Play,2012.0,9.99,1
